,mu,mu_star,sigma,mu_star_conf
A2R5 <=> A1C2H + C4H2,-6.573093057602517e-08,3.145354563302195e-07,3.8522186202109936e-07,1.1166206547892782e-07
A2R5 + O <=> A2R5- + OH,-2.908542559075236e-08,2.9740662461745065e-07,4.095273840616224e-07,1.7075357639098437e-07
A2R5 + O => A2- + HCCO,-9.31009274711526e-08,3.3071321629275327e-07,3.6984652641457524e-07,8.655005837271639e-08
A2R5 + H <=> A2R5- + H2,3.6607054649837075e-08,2.6943697855190815e-07,4.431909039285263e-07,1.8093684659630725e-07
A2R5 + OH <=> A2R5- + H2O,7.125942111843779e-08,3.5477496342431655e-07,4.2555648264419005e-07,1.237345630619042e-07
A2R5 + OH <=> A2- + CH2CO,-2.1528751560195244e-07,6.344590482603442e-07,8.409572994523572e-07,3.3347778111573635e-07
A1- + A1C2H <=> A3 + H,8.751989997214739e-08,3.3138195992058527e-07,4.0045135478789936e-07,1.2162618651099634e-07
A1 + A1C2H- <=> A3 + H,1.4908856010123127e-07,2.3447067189069486e-07,3.0970973367911864e-07,1.4352998500074384e-07
A2- + C4H4 <=> A3 + H,3.855806843410688e-07,4.943186283380352e-07,7.440968252256808e-07,3.706941807520046e-07
A2- + C4H2 <=> A3-,-1.8918655604720964e-07,4.459063327414382e-07,4.679279245442993e-07,1.2365712811697442e-07
C2H2 + P2- <=> A3 + H,3.066380588508441e-07,3.611272729982788e-07,3.02122870105078e-07,1.4563331461504475e-07
A2C2H* + C2H2 <=> A3-,-1.2318693821010596e-07,4.1724197107500667e-07,4.80638179737252e-07,1.5402043481215378e-07
A2R5- + C2H2 <=> A3-,3.1387893897224116e-07,3.846233264015634e-07,4.092345476873397e-07,2.093745736279922e-07
A2R5 + C2H2 => A3,1.820221699908697e-07,4.6363898759306385e-07,8.303557410142514e-07,4.540629173124982e-07
A2 + C4H2 => A3,-4.6493871899685324e-08,3.3845141985202597e-07,4.0426033025808837e-07,1.187053997686454e-07
A3 + O <=> A2C2H + CH2CO,2.91956912967284e-07,6.786149378665005e-07,1.0931476326424433e-06,5.659923801897865e-07
A3 + O <=> A3- + OH,1.041965379079584e-07,3.4099951534688353e-07,4.587157916402056e-07,1.8027247616165988e-07
A3 + O => HCCO + P2-,1.4369113147579173e-07,4.051736298695363e-07,6.036039850711054e-07,2.488985910112474e-07
A3 + H <=> A3- + H2,4.67651748215351e-08,2.5995014620349177e-07,3.778738413537324e-07,1.7435788427514445e-07
A3 + OH <=> A3- + H2O,-1.5232962573782084e-07,2.7969401678017616e-07,3.6612275700558517e-07,1.4682995890192476e-07
A3 + OH => A2C2H + CH2CO + H,5.0123676091854955e-08,3.0918918946689065e-07,4.026250662057229e-07,1.591542897687262e-07
A3 + OH <=> CH2CO + P2-,3.4592230614350884e-07,5.185352329404752e-07,5.951191045137051e-07,2.8068019665216044e-07
A3 + CH3 <=> A3- + CH4,-9.107921176415325e-08,2.6585580127940365e-07,4.052161695839975e-07,1.680113631909322e-07
A3 + C2H <=> A3C2H + H,-1.7842487519807837e-07,3.034350345360597e-07,5.837888218214211e-07,3.771256125119759e-07
A3C2H + H <=> A3C2H* + H2,-9.150460793586758e-08,5.067713494592388e-07,6.907509439726081e-07,2.67783360427069e-07
A3C2H + OH <=> A3- + CH2CO,-1.3569137224738684e-08,1.6042915400981543e-07,1.9967587447287172e-07,6.567898668509202e-08
A3- + O2 => A2R5 + CO + HCO,-1.520445625774973e-07,2.343919523117936e-07,3.091581135164083e-07,1.490119163597301e-07
A3- + H <=> A3,2.022652528125387e-07,3.3958345473110623e-07,3.756590238006759e-07,1.1891879985036829e-07
A3- + C2H2 <=> A3C2H + H,3.102422905426617e-07,3.385585339479246e-07,4.465357267293206e-07,2.6227566300697863e-07
A3 + CH2 <=> A3CH3,9.653490738814457e-08,3.614428737459807e-07,5.090389154900617e-07,1.7083378164969765e-07
A3 + CH2(S) <=> A3CH3,-1.4489497117727238e-07,2.8371344879845154e-07,3.1289777448367866e-07,1.0744738261278042e-07
A3CH2 + H <=> A3- + CH3,4.6306285623783226e-08,2.635563892067952e-07,4.0859375547379947e-07,1.7540369477578975e-07
A3CH3 <=> A3CH2 + H,-2.462294140065633e-07,3.018267541733006e-07,4.54368772659334e-07,2.3470246853330032e-07
A3CH3 + O2 <=> A3CH2 + HO2,-2.7690711142937786e-08,2.0514680237323178e-07,2.727898155743793e-07,9.577975156447308e-08
A3CH3 + O <=> A3CH2 + OH,-1.1496942192670624e-08,3.5167749292324674e-07,4.245859082008255e-07,1.2468652880306245e-07
A3CH2 + O <=> A3- + CH2O,-4.866743140043518e-08,3.3947394425712317e-07,4.706429163897171e-07,2.0849916121300194e-07
A3CH3 + H <=> A3CH2 + H2,1.51936786409332e-07,3.439522922790324e-07,5.221525206630544e-07,2.2981700161933967e-07
A3CH3 + H <=> A3 + CH3,-6.632859000858834e-10,2.919328839474787e-07,3.9571215115640226e-07,1.2524878120626042e-07
A3CH3 + OH <=> A3CH2 + H2O,-1.444048962243343e-07,3.162694729156335e-07,4.859623674777073e-07,2.0845422903967273e-07
A3CH3 + HO2 <=> A3CH2 + H2O2,-9.153353567133401e-08,2.1379808270056028e-07,4.890757723999767e-07,2.9799251365449986e-07
A3CH3 + CH3 <=> A3CH2 + CH4,1.6207183029694674e-07,4.75977763970091e-07,6.415534387035144e-07,2.527699357591814e-07
A3CH2 + HO2 => A3- + CH2O + OH,-8.810280266207841e-08,2.8927202825206636e-07,4.1451299444368664e-07,1.6442350735841974e-07
A3CH2 + CH2 <=> A4 + H + H2,9.777373455274874e-08,3.7988488388028393e-07,4.5443133115784124e-07,1.3725579483693045e-07
A2R5 + C4H2 => A4,-5.252245869169679e-08,2.8459010465935563e-07,4.390367121659363e-07,1.890220744934488e-07
A1C2H + A1C2H- <=> A4 + H,-8.928631929849797e-08,2.77014841200799e-07,3.6134123577260137e-07,1.212684386801943e-07
A1C2H + n-C8H7 => A4 + H + H2,1.6970893168136913e-08,2.470937861721093e-07,3.371928118251662e-07,1.1691948488290167e-07
A1C2H + A1C2H3* => A4 + H + H2,1.1535545757679551e-07,3.195216292207881e-07,5.137383227103156e-07,2.444970918648357e-07
C7H7 + INDENYL => A4 + 2 H2,2.9596863051641918e-08,2.9244685638584064e-07,3.681764921917008e-07,1.2126329385478843e-07
2 INDENYL => A4 + C2H2 + H2,-4.092403660394475e-08,1.8166984522653566e-07,2.4921196568574747e-07,1.0433506714952256e-07
A2 + C6H <=> A4-,8.130231260241607e-08,3.0327680635403103e-07,4.328986400841884e-07,1.6653855546387948e-07
A1- + A2 <=> A4 + H + H2,1.282571486870619e-07,4.216387253651372e-07,5.109330364681144e-07,1.8706298351389092e-07
A1 + A2- <=> A4 + H + H2,7.422321897075554e-08,1.8760969334881293e-07,2.319314273624298e-07,8.779441879178535e-08
A1- + A2- => A4 + H2,-2.0893966211042624e-07,2.620753425883594e-07,2.1705015106484108e-07,8.614143686371916e-08
A2- + C6H2 <=> A4-,-2.732200984261169e-08,2.429856008541709e-07,3.441850616709625e-07,1.4572356912273204e-07
A2C2H* + C4H4 <=> A4 + H,-4.278784471504712e-08,5.242529072395074e-07,6.536357501458138e-07,2.063005342135916e-07
A2R5- + C4H2 => A4-,-1.5360649890602084e-07,3.4314974023362805e-07,4.128175762506994e-07,1.6355098869130426e-07
A2R5- + H2CCCCH <=> A4,-2.1387250126695619e-07,3.3778000084740225e-07,4.87759871381107e-07,2.5189329632178777e-07
A3- + C2H2 <=> A4 + H,2.356794449368791e-07,3.967173266801651e-07,4.425020589504713e-07,1.8083108944591363e-07
A3C2H + H <=> A4 + H,-7.065766467064978e-08,2.5952719816177625e-07,3.8991791803521884e-07,1.6314337963883529e-07
A4 + O <=> A3- + HCCO,-8.180736184451662e-08,2.868549671379688e-07,3.7324090283498095e-07,1.301026693202554e-07
A4 + H <=> A4- + H2,-1.0358401694744509e-07,4.80526570042031e-07,5.613637394121511e-07,1.789252469979109e-07
A4 + OH <=> A4- + H2O,2.157567905924225e-07,4.879322082774682e-07,6.099959167274235e-07,2.107737902841402e-07
A4 + OH <=> A3- + CH2CO,2.250051965999714e-10,2.3398727651446914e-07,3.564391852973442e-07,1.6520326235440962e-07
A4 + CH3 <=> A4- + CH4,-4.6835925522660055e-08,1.2114218797248824e-07,1.4757772276737572e-07,5.5060919059061916e-08
A4- + O2 <=> A3- + 2 CO,-4.770477543062355e-09,3.340915056517421e-07,4.604632961878635e-07,1.8131681160063343e-07
A4- + H <=> A4,-1.6788526750905178e-07,4.239259105131429e-07,5.273694661563876e-07,1.8667170112807365e-07
A4- + C2H2 <=> A4C2H + H,8.533920736522362e-08,3.9412030087081987e-07,5.037051686819499e-07,1.5973275644358986e-07
A4C2H + H <=> A4C2H* + H2,-3.869823664025978e-08,2.2529651697831392e-07,3.359649446348994e-07,1.4067112321126817e-07
A4C2H + H <=> BGHIF + H,-8.150049567647331e-08,3.3277729410934107e-07,4.655836447835174e-07,1.756532689122819e-07
A4C2H* + H <=> BGHIF,-6.689408343523413e-08,3.8191149677438297e-07,4.7539821710111236e-07,1.5112962951513032e-07
C6H + P2 <=> C18H11,1.5072861026020294e-08,2.2093681800883918e-07,2.900521380071328e-07,9.972563406093285e-08
C6H2 + P2- <=> BGHIF + H,-3.3954100084053746e-08,3.899812791225606e-07,5.618347094334622e-07,2.3336944773272938e-07
C6H2 + P2- <=> C18H11,1.0014986580746758e-07,4.592867798307722e-07,6.951379736345662e-07,3.0633308963877793e-07
A3- + C4H4 <=> C18H12 + H,-1.0660501136764985e-07,4.1185368628850583e-07,5.47091645198588e-07,1.8382922172949657e-07
A3C2H* + C2H2 <=> BGHIF + H,1.5119127104935174e-07,2.627656720168599e-07,3.3848516531602047e-07,1.3755159426588377e-07
A1C2H- + A2 => BGHIF + H + H2,1.1504240611761693e-08,3.5223602864915665e-07,4.849051959480603e-07,1.8552397182527501e-07
A1C2H + A2- => BGHIF + H + H2,-1.8216530732773197e-07,5.844793711147036e-07,7.399978316729833e-07,2.544192240683492e-07
INDENE + INDENYL => C18H12 + H + H2,6.069935515389716e-08,3.288554106723053e-07,3.662080729437233e-07,8.109427540903442e-08
2 INDENYL => BGHIF + 2 H2,-1.4010732422021208e-08,2.7891131667561546e-07,3.616615093574754e-07,1.2830327673371008e-07
A1- + A2C2H <=> C18H12 + H,1.4495623612733383e-07,3.8228749477794754e-07,5.046235807044581e-07,2.201493798764573e-07
A1 + A2C2H* <=> C18H12 + H,2.7404236166225295e-07,3.953245811955896e-07,4.721047292512023e-07,2.0444623418385015e-07
A1 + A2R5- => BGHIF + H + H2,-7.049966812572136e-08,4.792920621565179e-07,6.143070016389136e-07,2.0491483076189271e-07
A3C2H* + C4H4 <=> BAPYR + H,8.650589213867273e-08,3.9506290402777023e-07,5.242112711994159e-07,2.1421676849708213e-07
A4- + C4H4 <=> BAPYR + H,6.709751239990191e-08,3.7924985971509627e-07,5.724554202460583e-07,2.339085805266367e-07
A4C2H* + C2H2 <=> BAPYR*S,-6.315397182576464e-08,2.851656566442653e-07,4.4010552892382333e-07,1.9753273588124452e-07
BAPYR*S + H <=> BAPYR,7.895618968069478e-08,2.852188761697132e-07,3.4873342765935386e-07,1.148998904002198e-07
A1C2H- + P2 => BAPYR + H + H2,1.0666668244950859e-07,2.53915365296359e-07,3.3646535370850587e-07,1.4549754949467558e-07
A1C2H3* + P2- => BAPYR + 2 H2,8.854102027880468e-08,1.9688907827425977e-07,2.939747391439518e-07,1.3814459829526692e-07
P2- + n-C8H7 => BAPYR + 2 H2,4.44163724232076e-08,1.3183396563382453e-07,1.93322277427751e-07,8.424480538192544e-08
A1C2H- + A2R5- <=> BAPYR,-2.2252418483611567e-07,2.8790992191389124e-07,4.280883995071608e-07,2.3137681398387846e-07
A1C2H- + A2R5 <=> BAPYR + H,-8.52174235147548e-08,2.93976018577218e-07,4.835379660902414e-07,2.538514423633457e-07
A1C2H + A2R5- <=> BAPYR + H,-7.651491054540989e-08,2.639084315530167e-07,3.133243071223151e-07,1.0023902985590972e-07
C18H11 + O2 => A4 + CO + HCO,9.128413544706182e-08,4.326842042472016e-07,5.160904184775308e-07,1.5637968013076786e-07
C18H11 + H <=> BGHIF + H2,-2.338784758894346e-07,3.868258553754603e-07,4.1082169302436365e-07,1.5554016426631726e-07
C18H11 + C2H => BAPYR,-7.550468792992643e-08,2.2874462522408674e-07,3.024928794124632e-07,1.1540914449556624e-07
C18H11 + C2H2 <=> BAPYR + H,-6.725650321529271e-08,4.104612037511927e-07,5.229611149738296e-07,1.6280862220427938e-07
C18H12 + O <=> C18H11 + OH,3.702186169743954e-08,3.217263272533453e-07,4.124644966362379e-07,1.480709266828448e-07
C18H12 + H <=> C18H11 + H2,-1.2377010297137085e-07,2.760761563574719e-07,4.0089235873884044e-07,1.8864584487947002e-07
C18H12 + OH <=> C18H11 + H2O,-1.8231761331528958e-08,4.230357816292277e-07,5.417438169314323e-07,1.7345017645996095e-07
BGHIF + O <=> A4- + HCCO,-1.6637186083645483e-07,2.984352061245607e-07,3.196494903371792e-07,9.72024498073514e-08
BGHIF + OH <=> A4- + CH2CO,5.847445852843286e-08,2.2861637095114738e-07,2.680653885638951e-07,7.345369901112581e-08
BAPYR*S + O2 => BGHIF + CO + HCO,1.674330202710523e-07,3.372295338476996e-07,5.505280061871131e-07,2.482021881621891e-07
A4 + C4H2 => BAPYR,4.023734337137773e-07,4.7149775392615573e-07,5.110450767695832e-07,2.296768031227313e-07
BAPYR + O <=> C18H11 + HCCO,-2.2040185658775997e-07,4.3845082021258766e-07,6.500688904610504e-07,2.8681256879827906e-07
BAPYR + OH => C18H11 + CH2CO,1.5211740804780917e-07,4.566171125789889e-07,5.352646407552363e-07,1.8034455406121715e-07
2 C5H5 => A2 + 2 H,2.7748306679192803e-08,2.3675914523605642e-07,,1.1597739441595724e-07
C5H5 + H2CCCH <=> A1C2H3,-2.7912997683190145e-07,4.6360060153316256e-07,5.822815898577924e-07,2.6913909806611314e-07
C5H5 + H2CCCCH <=> INDENE,-1.2516264972383583e-07,2.701987156497416e-07,3.2424579418111195e-07,1.2731335472761126e-07
2 C5H5 <=> CH3 + INDENYL,1.3126245966370508e-07,2.4378792708939404e-07,2.4517770653974667e-07,6.115741421215101e-08
C5H6 + CH3 <=> C5H5 + CH4,-3.635874281880963e-07,5.795373844125965e-07,5.577539547011129e-07,1.5708210340363738e-07
C5H5 + C5H6 <=> CH3 + INDENE,-1.4224589446227562e-07,4.7400205435012676e-07,5.95282581183514e-07,1.9305931475385462e-07
A1C2H- + n-C8H7 => A4 + 2 H,-3.0146435044535574e-07,3.309851642716374e-07,4.733234206282004e-07,2.815789267259092e-07
C5H5 + INDENYL => A3 + 2 H,9.288517473964056e-08,3.3395412143500676e-07,3.6964939424025063e-07,8.890878522446429e-08
2 INDENYL => C18H12 + 2 H,1.3785321889821812e-07,4.772429638167135e-07,6.825961587650552e-07,2.839090069197571e-07
A1C2H- + A1C2H3* <=> A4 + 2 H,-1.0851383460080103e-07,3.4091650994981944e-07,5.087699857315571e-07,2.104104456543847e-07
A2C2H* + n-C8H7 <=> BAPYR + 2 H,1.2058810993935696e-07,3.003516371774561e-07,3.804866596957307e-07,1.384040097968246e-07
A1C2H3* + A2C2H* <=> BAPYR + 2 H,3.324335258260505e-07,3.5128833613382667e-07,3.660405062766145e-07,2.1313079749753335e-07
A1- + A2R5- => BGHIF + 2 H,-2.7797070678260165e-07,3.41237023950627e-07,3.849898379562295e-07,1.6515617116147086e-07
A1C2H- + P2- => BAPYR + 2 H,7.897709194456635e-08,2.1432987133505058e-07,2.8164863108556615e-07,1.1552190014435574e-07
A1C2H3 + CH3 <=> A1C2H3* + CH4,1.9352505796265008e-08,2.1464853503616866e-07,2.730835840789556e-07,9.07824720452744e-08
A2R5 + CH3 <=> A2R5- + CH4,-1.7539339425227769e-07,3.1656170194941504e-07,3.436481175024896e-07,1.1889766877523699e-07
CH3 + P2 <=> CH4 + P2-,-1.6676820899822395e-07,2.824452463002512e-07,2.6386747774341435e-07,5.840414695076163e-08
A1 + O <=> C5H6 + CO,1.0088840521310097e-07,2.8588616503080906e-07,4.0671775244254346e-07,1.8496373723100797e-07
A2R5 + OH => A2 + HCCO,-1.336020425661007e-07,4.401203319613047e-07,5.209565525982521e-07,1.8899993360690832e-07
A1C2H3* + CH3 <=> H2 + INDENE,-2.5289740726809882e-08,2.281008000660214e-07,2.902589107040809e-07,1.005987444863958e-07
C7H7 + CH3 <=> A1C2H3 + H2,-3.9321274781932615e-07,6.918287338272111e-07,7.203824156727907e-07,2.605842485606118e-07
